PA,PB,PC,PD,PE,PF,PG,PH,PI,PAJ,PAA,PAB,PAC,PAD,PAE,PAF,PAG,PAH,PAI,PBJ,PBA,PBB,PBC,PBD,PBE,PBF,PBG,PBH,PBI,PCJ,PCA,PCB,PCC,PCD,PCE,PCF,PCG,PCH,PCI,PDJ,PDA,PDB,PDC,PDD,PDE,PDF,PDG,PDH,PDI,PEJ,PEA,PEB,PEC,PED,PEE,PEF,PEG,PEH,PEI,PFJ,PFA,PFB,PFC,PFD,PFE,PFF,PFG,PFH,PFI,PGJ,PGA,PGB,PGC,PGD,PGE,PGF,PGG,PGH,PGI,PHJ,PHA,PHB,PHC,PHD,PHE,PHF,PHG,PHH,PHI,PIJ,PIA,PIB,PIC,PID,PIE,PIF,PIG,PIH,PII,PAJJ
PEAD,PEAE,PEAF,PEAG,PEAH,PEAI,PEBJ,PEBA,PEBB,PEBC,PEBD,PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC
PEAE,PEAF,PEAG,PEAH,PEAI,PEBJ,PEBA,PEBB,PEBC,PEBD,PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD
PEAF,PEAG,PEAH,PEAI,PEBJ,PEBA,PEBB,PEBC,PEBD,PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE
PEAG,PEAH,PEAI,PEBJ,PEBA,PEBB,PEBC,PEBD,PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF
PEAH,PEAI,PEBJ,PEBA,PEBB,PEBC,PEBD,PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG
PEAI,PEBJ,PEBA,PEBB,PEBC,PEBD,PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH
PEBJ,PEBA,PEBB,PEBC,PEBD,PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI
PEBA,PEBB,PEBC,PEBD,PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ
PEBB,PEBC,PEBD,PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA
PEBC,PEBD,PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB
PEBD,PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC
PEBE,PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD
PEBF,PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE
PEBG,PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF
PEBH,PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG
PEBI,PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH
PECJ,PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH,PFBI
PECA,PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH,PFBI,PFCJ
PECB,PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH,PFBI,PFCJ,PFCA
PECC,PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH,PFBI,PFCJ,PFCA,PFCB
PECD,PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH,PFBI,PFCJ,PFCA,PFCB,PFCC
PECE,PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH,PFBI,PFCJ,PFCA,PFCB,PFCC,PFCD
PECF,PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH,PFBI,PFCJ,PFCA,PFCB,PFCC,PFCD,PFCE
PECG,PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH,PFBI,PFCJ,PFCA,PFCB,PFCC,PFCD,PFCE,PFCF
PECH,PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH,PFBI,PFCJ,PFCA,PFCB,PFCC,PFCD,PFCE,PFCF,PFCG
PECI,PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH,PFBI,PFCJ,PFCA,PFCB,PFCC,PFCD,PFCE,PFCF,PFCG,PFCH
PEDJ,PEDA,PEDB,PEDC,PEDD,PEDE,PEDF,PEDG,PEDH,PEDI,PEEJ,PEEA,PEEB,PEEC,PEED,PEEE,PEEF,PEEG,PEEH,PEEI,PEFJ,PEFA,PEFB,PEFC,PEFD,PEFE,PEFF,PEFG,PEFH,PEFI,PEGJ,PEGA,PEGB,PEGC,PEGD,PEGE,PEGF,PEGG,PEGH,PEGI,PEHJ,PEHA,PEHB,PEHC,PEHD,PEHE,PEHF,PEHG,PEHH,PEHI,PEIJ,PEIA,PEIB,PEIC,PEID,PEIE,PEIF,PEIG,PEIH,PEII,PFJJ,PFJA,PFJB,PFJC,PFJD,PFJE,PFJF,PFJG,PFJH,PFJI,PFAJ,PFAA,PFAB,PFAC,PFAD,PFAE,PFAF,PFAG,PFAH,PFAI,PFBJ,PFBA,PFBB,PFBC,PFBD,PFBE,PFBF,PFBG,PFBH,PFBI,PFCJ,PFCA,PFCB,PFCC,PFCD,PFCE,PFCF,PFCG,PFCH,PFCI
